date;class;focuses;uf
2025/06;Fogo em áreas de desmatamento consolidado;21;PIAUÍ
2025/06;Fogo em áreas de desmatamento recente;36;PIAUÍ
2025/06;Fogo em áreas de vegetação nativa;52;PIAUÍ
2024/11;Fogo em áreas de vegetação nativa;131;PIAUÍ
2025/05;Fogo em áreas de vegetação nativa;70;PIAUÍ
2025/05;Fogo em áreas de desmatamento recente;81;PIAUÍ
2024/08;Fogo em áreas de vegetação nativa;575;PIAUÍ
2024/09;Fogo em áreas de desmatamento consolidado;544;PIAUÍ
2025/05;Fogo em áreas de desmatamento consolidado;31;PIAUÍ
2024/11;Fogo em áreas de desmatamento recente;289;PIAUÍ
2025/04;Fogo em áreas de vegetação nativa;4;PIAUÍ
2025/04;Fogo em áreas de desmatamento recente;26;PIAUÍ
2024/12;Fogo em áreas de desmatamento consolidado;183;PIAUÍ
2025/04;Fogo em áreas de desmatamento consolidado;12;PIAUÍ
2024/12;Fogo em áreas de vegetação nativa;78;PIAUÍ
2024/12;Fogo em outras áreas;1;PIAUÍ
2024/12;Fogo em áreas de desmatamento recente;161;PIAUÍ
2025/03;Fogo em áreas de vegetação nativa;2;PIAUÍ
2024/12;Fogo em áreas de desmatamento consolidado;239;PIAUÍ
2025/03;Fogo em áreas de desmatamento recente;19;PIAUÍ
2024/09;Fogo em áreas de desmatamento recente;328;PIAUÍ
2024/11;Fogo em áreas de vegetação nativa;135;PIAUÍ
2024/08;Fogo em áreas de desmatamento recente;188;PIAUÍ
2024/11;Fogo em áreas de desmatamento recente;176;PIAUÍ
2024/11;Fogo em áreas de desmatamento consolidado;381;PIAUÍ
2024/10;Fogo em áreas de vegetação nativa;321;PIAUÍ
2024/12;Fogo em áreas de desmatamento recente;216;PIAUÍ
2025/03;Fogo em áreas de desmatamento consolidado;7;PIAUÍ
2024/10;Fogo em áreas de desmatamento recente;285;PIAUÍ
2024/10;Fogo em áreas de desmatamento consolidado;510;PIAUÍ
2024/12;Fogo em áreas de vegetação nativa;35;PIAUÍ
2025/02;Fogo em áreas de vegetação nativa;2;PIAUÍ
2024/09;Fogo em áreas de vegetação nativa;606;PIAUÍ
2024/09;Fogo em áreas de desmatamento recente;148;PIAUÍ
2025/02;Fogo em áreas de desmatamento recente;29;PIAUÍ
2024/09;Fogo em áreas de desmatamento consolidado;355;PIAUÍ
2024/09;Fogo em outras áreas;1;PIAUÍ
2024/08;Fogo em áreas de vegetação nativa;221;PIAUÍ
2024/08;Fogo em áreas de desmatamento recente;37;PIAUÍ
2025/02;Fogo em áreas de desmatamento consolidado;15;PIAUÍ
2024/08;Fogo em áreas de desmatamento consolidado;353;PIAUÍ
2024/08;Fogo em áreas de desmatamento consolidado;115;PIAUÍ
2024/07;Fogo em áreas de vegetação nativa;36;PIAUÍ
2024/07;Fogo em áreas de desmatamento recente;10;PIAUÍ
2025/01;Fogo em áreas de vegetação nativa;7;PIAUÍ
2024/07;Fogo em áreas de desmatamento consolidado;19;PIAUÍ
2025/01;Fogo em áreas de desmatamento recente;29;PIAUÍ
2024/06;Fogo em áreas de vegetação nativa;29;PIAUÍ
2024/06;Fogo em áreas de desmatamento recente;6;PIAUÍ
2024/06;Fogo em áreas de desmatamento consolidado;13;PIAUÍ
2024/10;Fogo em áreas de vegetação nativa;406;PIAUÍ
2025/01;Fogo em áreas de desmatamento consolidado;47;PIAUÍ
2024/09;Fogo em áreas de vegetação nativa;1170;PIAUÍ
2024/10;Fogo em áreas de desmatamento recente;283;PIAUÍ
2025/06;Fogo em áreas de vegetação nativa;4;PIAUÍ
2025/06;Fogo em áreas de desmatamento recente;5;PIAUÍ
2025/06;Fogo em áreas de desmatamento consolidado;8;PIAUÍ
2025/05;Fogo em áreas de vegetação nativa;17;PIAUÍ
2025/05;Fogo em áreas de desmatamento recente;6;PIAUÍ
2025/05;Fogo em áreas de desmatamento consolidado;18;PIAUÍ
2025/04;Fogo em áreas de vegetação nativa;1;PIAUÍ
2025/04;Fogo em áreas de desmatamento recente;5;PIAUÍ
2025/04;Fogo em áreas de desmatamento consolidado;13;PIAUÍ
2025/03;Fogo em áreas de vegetação nativa;7;PIAUÍ
2025/03;Fogo em áreas de desmatamento recente;2;PIAUÍ
2024/10;Fogo em áreas de desmatamento consolidado;355;PIAUÍ
2025/03;Fogo em áreas de desmatamento consolidado;16;PIAUÍ
2025/02;Fogo em áreas de vegetação nativa;12;PIAUÍ
2025/02;Fogo em áreas de desmatamento recente;9;PIAUÍ
2024/06;Fogo em áreas de desmatamento consolidado;63;PIAUÍ
2025/02;Fogo em áreas de desmatamento consolidado;11;PIAUÍ
2025/01;Fogo em áreas de vegetação nativa;6;PIAUÍ
2025/01;Fogo em áreas de desmatamento recente;8;PIAUÍ
2025/01;Fogo em áreas de desmatamento consolidado;30;PIAUÍ
2024/06;Fogo em áreas de desmatamento recente;97;PIAUÍ
2024/07;Fogo em áreas de vegetação nativa;218;PIAUÍ
2024/06;Fogo em áreas de vegetação nativa;73;PIAUÍ
2024/07;Fogo em áreas de desmatamento recente;164;PIAUÍ
2024/11;Fogo em áreas de desmatamento consolidado;331;PIAUÍ
2025/01;Fogo em áreas de desmatamento consolidado;32;PERNAMBUCO
2025/03;Fogo em áreas de desmatamento consolidado;8;PERNAMBUCO
2025/01;Fogo em áreas de desmatamento recente;2;PERNAMBUCO
2024/12;Fogo em áreas de desmatamento recente;8;PERNAMBUCO
2024/12;Fogo em áreas de desmatamento consolidado;54;PERNAMBUCO
2024/11;Fogo em áreas de desmatamento recente;12;PERNAMBUCO
2024/11;Fogo em áreas de desmatamento consolidado;72;PERNAMBUCO
2025/02;Fogo em áreas de desmatamento recente;5;PERNAMBUCO
2025/05;Fogo em áreas de desmatamento recente;1;PERNAMBUCO
2025/05;Fogo em áreas de desmatamento consolidado;11;PERNAMBUCO
2025/04;Fogo em áreas de desmatamento recente;2;PERNAMBUCO
2024/10;Fogo em áreas de desmatamento consolidado;46;PERNAMBUCO
2025/04;Fogo em áreas de desmatamento consolidado;12;PERNAMBUCO
2024/09;Fogo em áreas de desmatamento recente;1;PERNAMBUCO
2025/02;Fogo em áreas de desmatamento consolidado;15;PERNAMBUCO
2024/09;Fogo em áreas de desmatamento consolidado;28;PERNAMBUCO
2024/08;Fogo em áreas de desmatamento recente;1;PERNAMBUCO
2024/08;Fogo em áreas de desmatamento consolidado;5;PERNAMBUCO
2024/07;Fogo em áreas de desmatamento consolidado;1;PERNAMBUCO
2024/06;Fogo em áreas de desmatamento consolidado;1;PERNAMBUCO
2025/03;Fogo em áreas de desmatamento recente;1;PERNAMBUCO
2024/10;Fogo em áreas de desmatamento recente;6;PERNAMBUCO
2025/01;Fogo em áreas de desmatamento consolidado;63;PERNAMBUCO
2025/01;Fogo em áreas de desmatamento recente;34;PERNAMBUCO
2025/01;Fogo em áreas de vegetação nativa;1;PERNAMBUCO
2025/02;Fogo em áreas de desmatamento consolidado;29;PERNAMBUCO
2025/02;Fogo em áreas de desmatamento recente;16;PERNAMBUCO
2025/03;Fogo em áreas de desmatamento consolidado;18;PERNAMBUCO
2025/03;Fogo em áreas de desmatamento recente;10;PERNAMBUCO
2025/03;Fogo em áreas de vegetação nativa;1;PERNAMBUCO
2025/04;Fogo em áreas de desmatamento consolidado;28;PERNAMBUCO
2025/04;Fogo em áreas de desmatamento recente;14;PERNAMBUCO
2025/04;Fogo em áreas de vegetação nativa;3;PERNAMBUCO
2025/05;Fogo em áreas de desmatamento consolidado;20;PERNAMBUCO
2025/05;Fogo em áreas de desmatamento recente;5;PERNAMBUCO
2025/06;Fogo em áreas de desmatamento consolidado;19;PERNAMBUCO
2025/06;Fogo em áreas de desmatamento recente;6;PERNAMBUCO
2024/06;Fogo em áreas de desmatamento consolidado;3;PERNAMBUCO
2024/06;Fogo em áreas de desmatamento recente;4;PERNAMBUCO
2024/07;Fogo em áreas de desmatamento consolidado;12;PERNAMBUCO
2024/07;Fogo em áreas de desmatamento recente;10;PERNAMBUCO
2024/08;Fogo em áreas de desmatamento consolidado;29;PERNAMBUCO
2024/08;Fogo em áreas de desmatamento recente;25;PERNAMBUCO
2024/08;Fogo em áreas de vegetação nativa;1;PERNAMBUCO
2024/09;Fogo em áreas de desmatamento consolidado;98;PERNAMBUCO
2024/09;Fogo em áreas de desmatamento recente;78;PERNAMBUCO
2024/09;Fogo em áreas de vegetação nativa;7;PERNAMBUCO
2024/10;Fogo em áreas de desmatamento consolidado;363;PERNAMBUCO
2024/10;Fogo em áreas de desmatamento recente;226;PERNAMBUCO
2024/10;Fogo em áreas de vegetação nativa;12;PERNAMBUCO
2024/11;Fogo em áreas de desmatamento consolidado;258;PERNAMBUCO
2024/11;Fogo em áreas de desmatamento recente;169;PERNAMBUCO
2024/11;Fogo em áreas de vegetação nativa;4;PERNAMBUCO
2024/12;Fogo em áreas de desmatamento consolidado;180;PERNAMBUCO
2024/12;Fogo em áreas de desmatamento recente;116;PERNAMBUCO
2024/12;Fogo em áreas de vegetação nativa;5;PERNAMBUCO
2025/03;Fogo em áreas de desmatamento recente;15;PARÁ
2024/12;Fogo em áreas de desmatamento consolidado;1;PARÁ
2025/03;Fogo em áreas de desmatamento consolidado;43;PARÁ
2024/12;Fogo em áreas de desmatamento recente;3;PARÁ
2025/02;Fogo em áreas de vegetação nativa;1;PARÁ
2025/02;Fogo em áreas de desmatamento recente;14;PARÁ
2025/02;Fogo em áreas de desmatamento consolidado;71;PARÁ
2025/01;Fogo em áreas de vegetação nativa;29;PARÁ
2024/12;Fogo em áreas de vegetação nativa;293;PARÁ
2024/12;Fogo em outras áreas;1;PARÁ
2024/12;Fogo em áreas de desmatamento recente;1008;PARÁ
2024/12;Fogo em áreas de desmatamento consolidado;1683;PARÁ
2025/01;Fogo em áreas de desmatamento recente;83;PARÁ
2024/11;Fogo em áreas de vegetação nativa;1732;PARÁ
2024/11;Fogo em outras áreas;11;PARÁ
2024/11;Fogo em áreas de desmatamento recente;3527;PARÁ
2025/01;Fogo em áreas de desmatamento consolidado;241;PARÁ
2025/01;Fogo em áreas de desmatamento recente;3;PARÁ
2024/11;Fogo em áreas de desmatamento consolidado;4274;PARÁ
2025/02;Fogo em áreas de desmatamento consolidado;1;PARÁ
2024/10;Fogo em áreas de vegetação nativa;1081;PARÁ
2024/10;Fogo em outras áreas;9;PARÁ
2025/03;Fogo em áreas de desmatamento consolidado;5;PARÁ
2024/10;Fogo em áreas de desmatamento recente;2616;PARÁ
2025/03;Fogo em áreas de desmatamento recente;1;PARÁ
2024/10;Fogo em áreas de desmatamento consolidado;3327;PARÁ
2025/04;Fogo em áreas de desmatamento consolidado;3;PARÁ
2024/09;Fogo em áreas de vegetação nativa;5408;PARÁ
2025/04;Fogo em áreas de desmatamento recente;5;PARÁ
2024/09;Fogo em outras áreas;5;PARÁ
2024/09;Fogo em áreas de desmatamento recente;5044;PARÁ
2025/05;Fogo em áreas de desmatamento consolidado;3;PARÁ
2024/09;Fogo em áreas de desmatamento consolidado;6622;PARÁ
2025/05;Fogo em áreas de desmatamento recente;16;PARÁ
2024/08;Fogo em áreas de vegetação nativa;3156;PARÁ
2025/06;Fogo em áreas de desmatamento consolidado;5;PARÁ
2024/08;Fogo em outras áreas;2;PARÁ
2024/08;Fogo em áreas de desmatamento recente;5241;PARÁ
2025/06;Fogo em áreas de desmatamento recente;14;PARÁ
2024/08;Fogo em áreas de desmatamento consolidado;5278;PARÁ
2025/06;Fogo em áreas de vegetação nativa;1;PARÁ
2024/07;Fogo em áreas de vegetação nativa;294;PARÁ
2024/07;Fogo em áreas de desmatamento recente;1475;PARÁ
2024/07;Fogo em áreas de desmatamento consolidado;1406;PARÁ
2024/06;Fogo em áreas de vegetação nativa;20;PARÁ
2024/06;Fogo em áreas de desmatamento recente;196;PARÁ
2024/06;Fogo em áreas de desmatamento consolidado;382;PARÁ
2024/06;Fogo em áreas de desmatamento consolidado;7;PARÁ
2024/06;Fogo em áreas de desmatamento recente;29;PARÁ
2024/06;Fogo em áreas de vegetação nativa;1;PARÁ
2024/07;Fogo em áreas de desmatamento consolidado;31;PARÁ
2024/07;Fogo em áreas de desmatamento recente;49;PARÁ
2024/07;Fogo em outras áreas;1;PARÁ
2024/07;Fogo em áreas de vegetação nativa;9;PARÁ
2024/08;Fogo em áreas de desmatamento consolidado;56;PARÁ
2024/08;Fogo em áreas de desmatamento recente;34;PARÁ
2024/08;Fogo em outras áreas;1;PARÁ
2024/08;Fogo em áreas de vegetação nativa;35;PARÁ
2025/06;Fogo em áreas de vegetação nativa;6;PARÁ
2025/06;Fogo em áreas de desmatamento recente;23;PARÁ
2024/09;Fogo em áreas de desmatamento consolidado;157;PARÁ
2024/09;Fogo em áreas de desmatamento recente;131;PARÁ
2025/06;Fogo em áreas de desmatamento consolidado;109;PARÁ
2024/09;Fogo em outras áreas;5;PARÁ
2024/09;Fogo em áreas de vegetação nativa;62;PARÁ
2025/05;Fogo em áreas de vegetação nativa;3;PARÁ
2025/05;Fogo em áreas de desmatamento recente;36;PARÁ
2024/10;Fogo em áreas de desmatamento consolidado;36;PARÁ
2025/05;Fogo em áreas de desmatamento consolidado;149;PARÁ
2024/10;Fogo em áreas de desmatamento recente;47;PARÁ
2025/04;Fogo em áreas de desmatamento recente;10;PARÁ
2024/10;Fogo em áreas de vegetação nativa;4;PARÁ
2025/04;Fogo em áreas de desmatamento consolidado;55;PARÁ
2024/11;Fogo em áreas de desmatamento consolidado;3;PARÁ
2025/03;Fogo em áreas de vegetação nativa;4;PARÁ
2024/11;Fogo em áreas de desmatamento recente;8;PARÁ
2025/02;Fogo em áreas de desmatamento recente;3;PARÁ
2025/02;Fogo em áreas de desmatamento consolidado;2;PARAÍBA
2025/03;Fogo em áreas de desmatamento consolidado;3;PARAÍBA
2025/04;Fogo em áreas de desmatamento consolidado;1;PARAÍBA
2024/08;Fogo em áreas de desmatamento consolidado;9;PARAÍBA
2024/09;Fogo em áreas de desmatamento consolidado;30;PARAÍBA
2024/09;Fogo em áreas de desmatamento recente;1;PARAÍBA
2024/10;Fogo em áreas de desmatamento consolidado;20;PARAÍBA
2024/11;Fogo em áreas de desmatamento consolidado;20;PARAÍBA
2024/11;Fogo em áreas de desmatamento recente;3;PARAÍBA
2024/12;Fogo em áreas de desmatamento consolidado;10;PARAÍBA
2024/12;Fogo em áreas de desmatamento recente;1;PARAÍBA
2025/01;Fogo em áreas de desmatamento consolidado;45;PARAÍBA
2025/01;Fogo em áreas de desmatamento recente;41;PARAÍBA
2025/02;Fogo em áreas de desmatamento consolidado;17;PARAÍBA
2025/02;Fogo em áreas de desmatamento recente;17;PARAÍBA
2025/03;Fogo em áreas de desmatamento consolidado;2;PARAÍBA
2025/03;Fogo em áreas de desmatamento recente;6;PARAÍBA
2025/04;Fogo em áreas de desmatamento consolidado;13;PARAÍBA
2025/04;Fogo em áreas de desmatamento recente;6;PARAÍBA
2025/05;Fogo em áreas de desmatamento consolidado;14;PARAÍBA
2025/05;Fogo em áreas de desmatamento recente;6;PARAÍBA
2025/06;Fogo em áreas de desmatamento consolidado;3;PARAÍBA
2025/01;Fogo em áreas de desmatamento recente;1;PARAÍBA
2024/06;Fogo em áreas de desmatamento consolidado;7;PARAÍBA
2024/06;Fogo em áreas de desmatamento recente;2;PARAÍBA
2024/07;Fogo em áreas de desmatamento consolidado;16;PARAÍBA
2024/07;Fogo em áreas de desmatamento recente;6;PARAÍBA
2024/08;Fogo em áreas de desmatamento consolidado;16;PARAÍBA
2024/08;Fogo em áreas de desmatamento recente;7;PARAÍBA
2024/09;Fogo em áreas de desmatamento consolidado;28;PARAÍBA
2024/09;Fogo em áreas de desmatamento recente;17;PARAÍBA
2024/09;Fogo em áreas de vegetação nativa;1;PARAÍBA
2024/10;Fogo em áreas de desmatamento consolidado;92;PARAÍBA
2024/10;Fogo em áreas de desmatamento recente;40;PARAÍBA
2024/10;Fogo em áreas de vegetação nativa;8;PARAÍBA
2024/11;Fogo em áreas de desmatamento consolidado;220;PARAÍBA
2024/11;Fogo em áreas de desmatamento recente;130;PARAÍBA
2024/11;Fogo em áreas de vegetação nativa;14;PARAÍBA
2024/12;Fogo em áreas de desmatamento consolidado;156;PARAÍBA
2024/12;Fogo em áreas de desmatamento recente;142;PARAÍBA
2024/12;Fogo em áreas de vegetação nativa;5;PARAÍBA
2025/01;Fogo em áreas de desmatamento consolidado;11;PARAÍBA
2025/02;Fogo em áreas de desmatamento consolidado;1;PARANÁ
2024/09;Fogo em áreas de desmatamento recente;45;PARANÁ
2024/12;Fogo em áreas de desmatamento recente;3;PARANÁ
2024/12;Fogo em áreas de desmatamento consolidado;27;PARANÁ
2024/11;Fogo em áreas de vegetação nativa;8;PARANÁ
2024/11;Fogo em áreas de desmatamento recente;4;PARANÁ
2024/11;Fogo em áreas de desmatamento consolidado;26;PARANÁ
2024/10;Fogo em áreas de desmatamento recente;24;PARANÁ
2025/01;Fogo em áreas de desmatamento consolidado;1;PARANÁ
2024/10;Fogo em áreas de desmatamento consolidado;141;PARANÁ
2024/09;Fogo em áreas de vegetação nativa;5;PARANÁ
2024/09;Fogo em áreas de desmatamento consolidado;526;PARANÁ
2025/03;Fogo em áreas de desmatamento consolidado;4;PARANÁ
2024/08;Fogo em áreas de vegetação nativa;75;PARANÁ
2024/08;Fogo em outras áreas;1;PARANÁ
2024/08;Fogo em áreas de desmatamento recente;91;PARANÁ
2024/08;Fogo em áreas de desmatamento consolidado;821;PARANÁ
2024/11;Fogo em áreas de desmatamento consolidado;1;PARANÁ
2024/07;Fogo em áreas de vegetação nativa;3;PARANÁ
2024/07;Fogo em áreas de desmatamento recente;21;PARANÁ
2024/07;Fogo em áreas de desmatamento consolidado;185;PARANÁ
2024/06;Fogo em áreas de vegetação nativa;1;PARANÁ
2024/06;Fogo em áreas de desmatamento recente;23;PARANÁ
2024/06;Fogo em áreas de desmatamento consolidado;212;PARANÁ
2025/01;Fogo em áreas de desmatamento consolidado;33;PARANÁ
2024/10;Fogo em áreas de desmatamento consolidado;3;PARANÁ
2025/01;Fogo em áreas de desmatamento recente;3;PARANÁ
2025/02;Fogo em áreas de desmatamento consolidado;51;PARANÁ
2025/04;Fogo em áreas de vegetação nativa;1;PARANÁ
2025/02;Fogo em áreas de desmatamento recente;5;PARANÁ
2024/09;Fogo em áreas de desmatamento consolidado;9;PARANÁ
2025/03;Fogo em áreas de desmatamento consolidado;74;PARANÁ
2024/08;Fogo em áreas de vegetação nativa;1;PARANÁ
2025/03;Fogo em áreas de desmatamento recente;11;PARANÁ
2024/06;Fogo em áreas de desmatamento consolidado;1;PARANÁ
2024/08;Fogo em áreas de desmatamento consolidado;18;PARANÁ
2025/04;Fogo em áreas de desmatamento consolidado;27;PARANÁ
2025/06;Fogo em áreas de desmatamento consolidado;10;PARANÁ
2024/07;Fogo em áreas de vegetação nativa;2;PARANÁ
2025/05;Fogo em áreas de desmatamento recente;6;PARANÁ
2025/04;Fogo em áreas de desmatamento recente;5;PARANÁ
2024/07;Fogo em áreas de desmatamento consolidado;6;PARANÁ
2025/05;Fogo em áreas de desmatamento consolidado;113;PARANÁ
2024/07;Fogo em áreas de desmatamento recente;84;MINAS GERAIS
2025/05;Fogo em áreas de desmatamento consolidado;55;MINAS GERAIS
2024/07;Fogo em áreas de desmatamento consolidado;502;MINAS GERAIS
2025/05;Fogo em áreas de desmatamento recente;8;MINAS GERAIS
2025/04;Fogo em áreas de desmatamento recente;5;MINAS GERAIS
2024/06;Fogo em áreas de vegetação nativa;56;MINAS GERAIS
2025/05;Fogo em áreas de vegetação nativa;1;MINAS GERAIS
2024/07;Fogo em áreas de vegetação nativa;130;MINAS GERAIS
2024/06;Fogo em áreas de desmatamento recente;28;MINAS GERAIS
2025/06;Fogo em áreas de desmatamento consolidado;32;MINAS GERAIS
2024/08;Fogo em áreas de desmatamento consolidado;995;MINAS GERAIS
2025/06;Fogo em áreas de desmatamento recente;4;MINAS GERAIS
2025/04;Fogo em áreas de desmatamento consolidado;40;MINAS GERAIS
2024/06;Fogo em áreas de desmatamento consolidado;329;MINAS GERAIS
2024/08;Fogo em áreas de desmatamento recente;95;MINAS GERAIS
2025/03;Fogo em áreas de vegetação nativa;1;MINAS GERAIS
2025/03;Fogo em áreas de desmatamento recente;10;MINAS GERAIS
2024/08;Fogo em áreas de vegetação nativa;152;MINAS GERAIS
2025/03;Fogo em áreas de desmatamento consolidado;57;MINAS GERAIS
2024/09;Fogo em áreas de desmatamento consolidado;1952;MINAS GERAIS
2024/09;Fogo em áreas de desmatamento recente;178;MINAS GERAIS
2025/02;Fogo em áreas de desmatamento recente;10;MINAS GERAIS
2024/09;Fogo em outras áreas;1;MINAS GERAIS
2025/02;Fogo em áreas de desmatamento consolidado;57;MINAS GERAIS
2024/09;Fogo em áreas de vegetação nativa;415;MINAS GERAIS
2025/01;Fogo em áreas de desmatamento recente;6;MINAS GERAIS
2024/10;Fogo em áreas de desmatamento consolidado;331;MINAS GERAIS
2024/10;Fogo em áreas de desmatamento recente;62;MINAS GERAIS
2025/01;Fogo em áreas de desmatamento consolidado;31;MINAS GERAIS
2025/06;Fogo em áreas de vegetação nativa;8;MINAS GERAIS
2024/10;Fogo em outras áreas;3;MINAS GERAIS
2024/06;Fogo em áreas de desmatamento consolidado;205;MINAS GERAIS
2025/06;Fogo em áreas de desmatamento recente;19;MINAS GERAIS
2025/01;Fogo em áreas de desmatamento consolidado;3;MINAS GERAIS
2025/01;Fogo em áreas de desmatamento recente;2;MINAS GERAIS
2024/06;Fogo em áreas de desmatamento recente;14;MINAS GERAIS
2025/06;Fogo em áreas de desmatamento consolidado;64;MINAS GERAIS
2025/02;Fogo em áreas de desmatamento consolidado;5;MINAS GERAIS
2025/02;Fogo em áreas de desmatamento recente;1;MINAS GERAIS
2025/03;Fogo em áreas de desmatamento consolidado;9;MINAS GERAIS
2024/06;Fogo em áreas de vegetação nativa;4;MINAS GERAIS
2024/10;Fogo em áreas de vegetação nativa;55;MINAS GERAIS
2025/05;Fogo em áreas de vegetação nativa;13;MINAS GERAIS
2025/03;Fogo em áreas de desmatamento recente;3;MINAS GERAIS
2025/04;Fogo em áreas de desmatamento consolidado;1;MINAS GERAIS
2025/04;Fogo em áreas de desmatamento recente;1;MINAS GERAIS
2024/07;Fogo em áreas de desmatamento consolidado;399;MINAS GERAIS
2025/05;Fogo em áreas de desmatamento recente;20;MINAS GERAIS
2025/05;Fogo em áreas de desmatamento consolidado;19;MINAS GERAIS
2025/05;Fogo em áreas de desmatamento recente;4;MINAS GERAIS
2025/06;Fogo em áreas de desmatamento consolidado;12;MINAS GERAIS
2024/07;Fogo em áreas de desmatamento recente;35;MINAS GERAIS
2025/05;Fogo em áreas de desmatamento consolidado;83;MINAS GERAIS
2025/06;Fogo em áreas de vegetação nativa;1;MINAS GERAIS
2025/04;Fogo em áreas de vegetação nativa;3;MINAS GERAIS
2024/07;Fogo em áreas de vegetação nativa;13;MINAS GERAIS
2024/11;Fogo em áreas de desmatamento consolidado;36;MINAS GERAIS
2024/08;Fogo em áreas de desmatamento consolidado;1080;MINAS GERAIS
2025/04;Fogo em áreas de desmatamento recente;14;MINAS GERAIS
2025/04;Fogo em áreas de desmatamento consolidado;33;MINAS GERAIS
2024/06;Fogo em áreas de desmatamento consolidado;14;MINAS GERAIS
2024/08;Fogo em áreas de desmatamento recente;88;MINAS GERAIS
2024/06;Fogo em áreas de desmatamento recente;2;MINAS GERAIS
2024/06;Fogo em áreas de vegetação nativa;6;MINAS GERAIS
2025/03;Fogo em áreas de vegetação nativa;9;MINAS GERAIS
2024/07;Fogo em áreas de desmatamento consolidado;40;MINAS GERAIS
2024/07;Fogo em áreas de desmatamento recente;5;MINAS GERAIS
2024/11;Fogo em áreas de desmatamento recente;12;MINAS GERAIS
2025/03;Fogo em áreas de desmatamento recente;11;MINAS GERAIS
2024/08;Fogo em áreas de desmatamento consolidado;30;MINAS GERAIS
2024/08;Fogo em áreas de vegetação nativa;44;MINAS GERAIS
2024/08;Fogo em áreas de desmatamento recente;4;MINAS GERAIS
2024/09;Fogo em áreas de desmatamento consolidado;84;MINAS GERAIS
2025/03;Fogo em áreas de desmatamento consolidado;60;MINAS GERAIS
2024/09;Fogo em áreas de desmatamento recente;31;MINAS GERAIS
2024/09;Fogo em áreas de vegetação nativa;4;MINAS GERAIS
2024/10;Fogo em áreas de desmatamento consolidado;48;MINAS GERAIS
2024/09;Fogo em áreas de desmatamento consolidado;2055;MINAS GERAIS
2024/10;Fogo em áreas de desmatamento recente;4;MINAS GERAIS
2025/02;Fogo em áreas de vegetação nativa;8;MINAS GERAIS
2024/10;Fogo em áreas de vegetação nativa;12;MINAS GERAIS
2024/11;Fogo em áreas de desmatamento consolidado;13;MINAS GERAIS
2024/11;Fogo em áreas de desmatamento recente;4;MINAS GERAIS
2025/02;Fogo em áreas de desmatamento recente;27;MINAS GERAIS
2024/12;Fogo em áreas de desmatamento consolidado;8;MINAS GERAIS
2024/12;Fogo em áreas de desmatamento recente;4;MINAS GERAIS
2024/09;Fogo em áreas de desmatamento recente;256;MINAS GERAIS
2024/12;Fogo em áreas de vegetação nativa;2;MINAS GERAIS
2025/02;Fogo em áreas de desmatamento consolidado;78;MINAS GERAIS
2024/09;Fogo em áreas de vegetação nativa;106;MINAS GERAIS
2025/01;Fogo em áreas de vegetação nativa;3;MINAS GERAIS
2025/01;Fogo em áreas de desmatamento recente;9;MINAS GERAIS
2024/10;Fogo em áreas de desmatamento consolidado;540;MINAS GERAIS
2024/12;Fogo em áreas de desmatamento consolidado;34;MINAS GERAIS
2025/01;Fogo em áreas de desmatamento consolidado;61;MINAS GERAIS
2024/10;Fogo em áreas de desmatamento recente;114;MINAS GERAIS
2024/12;Fogo em áreas de desmatamento recente;3;MINAS GERAIS
2024/10;Fogo em áreas de vegetação nativa;47;MINAS GERAIS
2024/11;Fogo em áreas de desmatamento consolidado;63;MINAS GERAIS
2024/11;Fogo em áreas de desmatamento recente;26;MINAS GERAIS
2024/11;Fogo em áreas de vegetação nativa;1;MINAS GERAIS
2024/12;Fogo em áreas de desmatamento consolidado;46;MINAS GERAIS
2024/12;Fogo em áreas de desmatamento recente;9;MINAS GERAIS
2024/12;Fogo em áreas de vegetação nativa;1;MINAS GERAIS
2025/02;Fogo em áreas de vegetação nativa;4;MATO GROSSO DO SUL
2024/10;Fogo em áreas de desmatamento recente;21;MATO GROSSO DO SUL
2024/10;Fogo em outras áreas;10;MATO GROSSO DO SUL
2025/05;Fogo em áreas de desmatamento recente;5;MATO GROSSO DO SUL
2025/05;Fogo em áreas de desmatamento consolidado;1;MATO GROSSO DO SUL
2024/10;Fogo em áreas de desmatamento recente;14;MATO GROSSO DO SUL
2025/01;Fogo em áreas de desmatamento consolidado;13;MATO GROSSO DO SUL
2024/06;Fogo em áreas de desmatamento consolidado;57;MATO GROSSO DO SUL
2024/07;Fogo em áreas de desmatamento recente;7;MATO GROSSO DO SUL
2025/01;Fogo em áreas de desmatamento consolidado;2;MATO GROSSO DO SUL
2024/12;Fogo em áreas de desmatamento consolidado;7;MATO GROSSO DO SUL
2024/10;Fogo em áreas de desmatamento consolidado;25;MATO GROSSO DO SUL
2025/02;Fogo em áreas de vegetação nativa;1;MATO GROSSO DO SUL
2025/05;Fogo em áreas de desmatamento consolidado;1;MATO GROSSO DO SUL
2024/09;Fogo em áreas de vegetação nativa;571;MATO GROSSO DO SUL
2024/11;Fogo em áreas de desmatamento recente;2;MATO GROSSO DO SUL
2024/09;Fogo em áreas de desmatamento consolidado;188;MATO GROSSO DO SUL
2024/11;Fogo em áreas de vegetação nativa;2;MATO GROSSO DO SUL
2025/06;Fogo em áreas de desmatamento consolidado;4;MATO GROSSO DO SUL
2024/09;Fogo em outras áreas;16;MATO GROSSO DO SUL
